start_date,end_date,pollster_client,sample_size,conservative,green,labour,liberal_democrat,ukip,other
2015-06-11,2015-06-12,Populus,2051,0.32,0.05,0.35,0.08,0.15,0.05
2015-06-11,2015-06-12,YouGov/The Sun,2183,0.32,0.05,0.38,0.08,0.12,0.05
2015-06-10,2015-06-12,TNS BMRB,1195,0.29,0.07,0.35,0.06,0.23,0
2015-06-10,2015-06-11,YouGov/The Sun,2157,0.34,0.05,0.36,0.06,0.14,0.05
2015-06-09,2015-06-10,YouGov/The Sun,1974,0.35,0.03,0.37,0.08,0.12,0.05
2015-06-08,2015-06-09,YouGov/The Sun,1685,0.31,0.05,0.37,0.07,0.15,0.05
2015-06-06,2015-06-08,Lord Ashcroft,1003,0.28,0.07,0.32,0.08,0.17,0.08
2015-06-06,2015-06-08,Populus,2039,0.35,0.03,0.36,0.09,0.14,0.03
2015-06-05,2015-06-06,YouGov/Sunday Times,2134,0.33,0.05,0.37,0.07,0.14,0.04
2015-06-04,2015-06-06,Populus,2006,0.34,0.05,0.35,0.09,0.14,0.03
2015-06-04,2015-06-05,YouGov/The Sun,2107,0.31,0.05,0.37,0.08,0.15,0.04
2015-06-03,2015-06-05,Opinium/The Observer[permanent dead link],1950,0.31,0.04,0.35,0.06,0.19,0.05
2015-06-03,2015-06-04,YouGov/The Sun,1951,0.32,0.05,0.37,0.07,0.13,0.06
2015-06-02,2015-06-03,YouGov/The Sun,1962,0.32,0.05,0.36,0.08,0.14,0.05
2015-06-01,2015-06-02,YouGov/The Sun,1740,0.3,0.05,0.36,0.08,0.17,0.04
2015-05-30,2015-06-01,Lord Ashcroft[16],1000,0.25,0.07,0.34,0.06,0.19,0.09
2015-05-30,2015-06-01,Populus,2062,0.32,0.03,0.37,0.1,0.13,0.05
2015-05-29,2015-05-30,YouGov/Sunday Times,2090,0.33,0.04,0.36,0.07,0.15,0.05
2015-05-28,2015-05-29,Populus,2010,0.34,0.04,0.35,0.09,0.14,0.04
2015-05-28,2015-05-29,YouGov/The Sun,2123,0.31,0.04,0.38,0.07,0.16,0.04
2015-05-27,2015-05-28,YouGov/The Sun,2109,0.32,0.05,0.36,0.09,0.14,0.04
2015-05-26,2015-05-27,YouGov/The Sun,2079,0.32,0.05,0.34,0.08,0.15,0.06
2015-05-23,2015-05-26,Populus,2060,0.34,0.03,0.36,0.09,0.14,0.04
2015-05-23,2015-05-25,Lord Ashcroft[16],1000,0.29,0.07,0.31,0.08,0.17,0.08
2015-05-23,2015-05-23,Survation/Mail on Sunday,1017,0.27,0.03,0.32,0.09,0.23,0.06
2015-05-22,2015-05-23,YouGov/Sunday Times,1898,0.34,0.05,0.35,0.09,0.13,0.04
2015-05-20,2015-05-23,Opinium/The Observer,1968,0.32,0.04,0.33,0.07,0.19,0.05
2015-05-21,2015-05-22,Populus,2045,0.34,0.03,0.36,0.09,0.14,0.04
2015-05-21,2015-05-22,YouGov/The Sun,1922,0.34,0.05,0.34,0.09,0.14,0.04
2015-05-20,2015-05-21,"YouGov/The Times, The Sun",6124,0.33,0.04,0.36,0.09,0.13,0.05
2015-05-19,2015-05-20,Survation/Daily Mirror,1106,0.28,0.03,0.34,0.09,0.2,0.06
2015-05-19,2015-05-20,YouGov/The Sun,1874,0.33,0.03,0.35,0.11,0.13,0.05
2015-05-18,2015-05-19,YouGov/The Sun,1740,0.33,0.06,0.37,0.09,0.11,0.04
2015-05-16,2015-05-18,ComRes/Independent[permanent dead link],1008,0.3,0.05,0.35,0.08,0.14,0.08
2015-05-16,2015-05-18,Lord Ashcroft[16],1006,0.29,0.05,0.35,0.09,0.14,0.08
2015-05-16,2015-05-18,Populus,2026,0.35,0.03,0.34,0.08,0.14,0.06
2015-05-15,2015-05-16,YouGov/Sunday Times,1892,0.34,0.04,0.37,0.09,0.13,0.03
2015-05-14,2015-05-15,"ComRes/Independent on Sunday, Sunday Mirror[permanent dead link]",2045,0.29,0.04,0.33,0.08,0.19,0.07
2015-05-14,2015-05-15,YouGov/The Sun,2083,0.34,0.04,0.36,0.08,0.13,0.05
2015-05-14,2015-05-15,Populus,2043,0.32,0.03,0.36,0.1,0.13,0.06
2015-05-13,2015-05-14,YouGov/The Sun,1968,0.32,0.04,0.35,0.1,0.13,0.06
2015-05-12,2015-05-13,YouGov/The Sun,1977,0.34,0.03,0.34,0.08,0.15,0.06
2015-05-11,2015-05-12,YouGov/The Sun,1680,0.35,0.03,0.36,0.09,0.14,0.03
2015-05-10,2015-05-12,Ipsos MORI/Evening Standard,1003,0.31,0.08,0.34,0.09,0.11,0.07
2015-05-09,2015-05-11,ICM/The Guardian[15],1000,0.33,0.04,0.31,0.13,0.15,0.04
2015-05-09,2015-05-11,Lord Ashcroft[16],1001,0.34,0.05,0.32,0.09,0.15,0.05
2015-05-09,2015-05-11,Populus,2056,0.35,0.03,0.36,0.08,0.13,0.05
2015-05-09,2015-05-09,Survation/Mail on Sunday,1005,0.28,0.03,0.33,0.1,0.2,0.06
2015-05-08,2015-05-09,YouGov/Sunday Times,1905,0.31,0.04,0.38,0.09,0.13,0.05
2015-05-07,2015-05-08,Populus,2006,0.32,0.04,0.36,0.08,0.16,0.04
2015-05-07,2015-05-08,YouGov/The Sun,1875,0.34,0.04,0.35,0.08,0.13,0.06
2015-05-06,2015-05-08,Opinium/The Observer,1997,0.29,0.04,0.33,0.09,0.2,0.05
2015-05-06,2015-05-07,YouGov/The Sun,1858,0.34,0.03,0.37,0.08,0.13,0.05
2015-05-05,2015-05-06,YouGov/The Sun,1933,0.34,0.03,0.35,0.09,0.14,0.05
2015-05-02,2015-05-05,Populus,2034,0.33,0.04,0.36,0.08,0.14,0.05
2015-05-02,2015-05-03,Survation/Daily Mirror,1005,0.33,0.04,0.34,0.08,0.18,0.03
2015-05-01,2015-05-02,YouGov/Sunday Times,1945,0.33,0.04,0.36,0.09,0.15,0.03
2015-04-30,2015-05-01,YouGov/The Sun on Sunday,1844,0.33,0.02,0.36,0.1,0.15,0.04
2015-04-30,2015-05-01,Populus,2060,0.34,0.03,0.35,0.09,0.14,0.05
2015-04-30,2015-05-01,YouGov/The Sun,1813,0.33,0.03,0.36,0.1,0.14,0.04
2015-04-02,2015-05-01,Populus/Financial Times,18448,0.34,0.03,0.36,0.1,0.13,0.04
2015-04-29,2015-04-30,YouGov/The Sun,1898,0.31,0.03,0.37,0.09,0.15,0.05
2015-04-28,2015-04-29,YouGov/The Sun,1804,0.32,0.03,0.37,0.09,0.14,0.05
2015-04-27,2015-04-28,YouGov/The Sun,1629,0.32,0.02,0.37,0.1,0.15,0.04
2015-04-25,2015-04-27,Populus,2052,0.32,0.03,0.35,0.1,0.15,0.05
2015-04-24,2015-04-25,YouGov/Sunday Times,1835,0.31,0.04,0.36,0.09,0.15,0.05
2015-04-22,2015-04-25,Opinium/The Observer,1965,0.32,0.03,0.34,0.07,0.18,0.06
2015-04-23,2015-04-24,Populus,2055,0.35,0.03,0.35,0.09,0.13,0.05
2015-04-23,2015-04-24,YouGov/The Sun,2072,0.32,0.04,0.38,0.08,0.14,0.04
2015-04-22,2015-04-23,YouGov/The Sun,2143,0.32,0.02,0.37,0.1,0.15,0.04
2015-04-21,2015-04-22,YouGov/The Sun,2190,0.34,0.02,0.37,0.1,0.12,0.05
2015-04-17,2015-04-21,Populus,2049,0.33,0.03,0.36,0.1,0.13,0.05
2015-04-16,2015-04-17,YouGov/The Sun,1884,0.33,0.02,0.35,0.11,0.15,0.04
2015-04-15,2015-04-16,Populus,2069,0.34,0.03,0.35,0.09,0.14,0.05
2015-04-15,2015-04-16,YouGov/The Sun,2166,0.33,0.03,0.39,0.09,0.11,0.05
2015-04-14,2015-04-15,YouGov/The Sun,2162,0.34,0.02,0.37,0.1,0.13,0.04
2015-04-13,2015-04-14,YouGov/The Sun,1541,0.33,0.03,0.38,0.09,0.12,0.05
2015-04-11,2015-04-13,ComRes/The Independent[permanent dead link],1000,0.3,0.04,0.36,0.09,0.12,0.09
2015-04-11,2015-04-13,ICM/The Guardian[15],1000,0.32,0.02,0.37,0.12,0.11,0.06
2015-04-11,2015-04-13,Populus,2011,0.33,0.02,0.35,0.11,0.13,0.06
2015-04-10,2015-04-11,YouGov/Sunday Times,2036,0.32,0.02,0.38,0.08,0.14,0.06
2015-04-09,2015-04-10,"ComRes/Independent on Sunday, Sunday Mirror[permanent dead link]",2003,0.29,0.04,0.35,0.07,0.2,0.05
2015-04-09,2015-04-10,Populus,2051,0.34,0.02,0.35,0.11,0.12,0.06
2015-04-09,2015-04-10,YouGov/The Sun,2111,0.32,0.02,0.38,0.08,0.14,0.06
2015-04-08,2015-04-10,Opinium/The Observer,1972,0.3,0.03,0.36,0.07,0.18,0.06
2015-04-08,2015-04-09,YouGov/The Sun,2061,0.33,0.02,0.36,0.1,0.14,0.05
2015-04-07,2015-04-08,YouGov/The Sun,2144,0.33,0.02,0.37,0.1,0.13,0.05
2015-04-06,2015-04-07,YouGov/The Sun,1748,0.33,0.02,0.36,0.1,0.14,0.05
2015-04-05,2015-04-07,Ipsos MORI/Evening Standard,1002,0.31,0.03,0.37,0.09,0.15,0.05
2015-04-04,2015-04-06,Populus,2034,0.34,0.03,0.37,0.09,0.14,0.03
2015-04-04,2015-04-04,Survation/Mail on Sunday,1001,0.29,0.02,0.36,0.1,0.2,0.03
2015-04-03,2015-04-04,YouGov/Sunday Times,1998,0.34,0.02,0.39,0.09,0.12,0.04
2015-04-02,2015-04-03,Populus,2067,0.33,0.02,0.37,0.1,0.13,0.05
2015-04-02,2015-04-03,YouGov/The Sun,2076,0.32,0.03,0.38,0.1,0.13,0.04
2015-04-01,2015-04-02,YouGov/The Sun,2148,0.32,0.02,0.38,0.1,0.13,0.05
2015-03-31,2015-04-01,YouGov/The Sun,1981,0.33,0.02,0.37,0.1,0.12,0.06
2015-03-30,2015-03-31,YouGov/The Sun,1696,0.34,0.02,0.37,0.11,0.13,0.03
2015-03-28,2015-03-30,Populus,2008,0.34,0.03,0.37,0.1,0.11,0.05
2015-03-05,2015-03-30,Populus/Financial Times,16424,0.34,0.03,0.37,0.09,0.12,0.05
2015-03-27,2015-03-28,YouGov/Sunday Times,1916,0.33,0.02,0.4,0.09,0.11,0.05
2015-03-27,2015-03-28,Populus,2066,0.35,0.03,0.37,0.08,0.12,0.05
2015-03-25,2015-03-28,Opinium/The Observer,1936,0.32,0.03,0.33,0.1,0.15,0.07
2015-03-26,2015-03-27,YouGov/The Sun,2039,0.35,0.03,0.36,0.1,0.11,0.05
2015-03-25,2015-03-26,YouGov/The Sun,2070,0.35,0.02,0.37,0.09,0.11,0.06
2015-03-24,2015-03-25,YouGov/The Sun,1958,0.35,0.02,0.38,0.1,0.1,0.05
2015-03-23,2015-03-24,YouGov/The Sun,1558,0.36,0.02,0.38,0.1,0.1,0.04
2015-03-21,2015-03-23,ComRes/Independent[permanent dead link],1024,0.31,0.05,0.36,0.09,0.11,0.08
2015-03-21,2015-03-23,Populus,2039,0.34,0.02,0.35,0.1,0.13,0.06
2015-03-20,2015-03-21,YouGov/Sunday Times,2103,0.36,0.02,0.37,0.09,0.11,0.05
2015-03-20,2015-03-21,Survation/Mail on Sunday,1000,0.34,0.02,0.35,0.09,0.15,0.05
2015-03-19,2015-03-20,Populus,2122,0.34,0.02,0.38,0.09,0.12,0.05
2015-03-19,2015-03-20,YouGov/The Sun,1904,0.34,0.02,0.39,0.1,0.1,0.05
2015-03-18,2015-03-19,YouGov/The Sun,2088,0.33,0.03,0.38,0.11,0.11,0.04
2015-03-17,2015-03-18,YouGov/The Sun,2284,0.34,0.03,0.38,0.11,0.11,0.03
2015-03-16,2015-03-17,YouGov/The Sun,1919,0.32,0.03,0.4,0.09,0.11,0.05
2015-03-14,2015-03-16,Populus,2053,0.32,0.03,0.36,0.1,0.13,0.06
2015-03-13,2015-03-14,YouGov/Sunday Times,1946,0.33,0.02,0.4,0.08,0.12,0.05
2015-03-12,2015-03-13,ComRes/Independent on Sunday/Sunday Mirror[permanent dead link],2001,0.32,0.03,0.35,0.09,0.16,0.05
2015-03-12,2015-03-13,Populus,2053,0.34,0.02,0.35,0.1,0.13,0.06
2015-03-12,2015-03-13,YouGov/The Sun,2098,0.33,0.02,0.38,0.11,0.1,0.06
2015-03-11,2015-03-12,Opinium/The Observer,1971,0.3,0.03,0.35,0.1,0.16,0.06
2015-03-11,2015-03-12,YouGov/The Sun,2095,0.35,0.02,0.37,0.09,0.13,0.04
2015-03-08,2015-03-12,Ipsos MORI/Evening Standard,1000,0.32,0.05,0.35,0.13,0.11,0.04
2015-03-10,2015-03-11,YouGov/The Sun,2040,0.34,0.02,0.38,0.1,0.12,0.04
2015-03-07,2015-03-11,ICM/The Guardian[15],1003,0.35,0.03,0.38,0.12,0.09,0.03
2015-03-09,2015-03-10,YouGov/The Sun,3195,0.32,0.03,0.39,0.08,0.13,0.05
2015-03-07,2015-03-09,Populus,2058,0.34,0.03,0.38,0.09,0.12,0.04
2015-03-06,2015-03-07,YouGov/Sunday Times,2029,0.32,0.02,0.39,0.1,0.14,0.03
2015-03-05,2015-03-06,Populus,2025,0.34,0.03,0.37,0.09,0.12,0.05
2015-03-05,2015-03-06,YouGov/The Sun,1833,0.31,0.03,0.4,0.09,0.13,0.04
2015-03-04,2015-03-05,YouGov/The Sun,1868,0.34,0.03,0.37,0.1,0.11,0.05
2015-03-03,2015-03-04,YouGov/The Sun,2041,0.34,0.02,0.38,0.09,0.13,0.04
2015-03-02,2015-03-03,YouGov/The Sun,1868,0.32,0.01,0.41,0.08,0.12,0.06
2015-02-28,2015-03-02,ComRes/Independent[permanent dead link],1004,0.3,0.04,0.38,0.1,0.11,0.07
2015-02-28,2015-03-02,Populus,2055,0.34,0.03,0.37,0.1,0.12,0.04
2015-02-27,2015-02-28,YouGov/Sunday Times,2098,0.33,0.02,0.38,0.09,0.13,0.05
2015-02-25,2015-02-28,Opinium/The Observer,1946,0.29,0.03,0.34,0.1,0.19,0.05
2015-02-26,2015-02-27,Populus,1131,0.33,0.03,0.38,0.09,0.13,0.04
2015-02-05,2015-02-27,Populus/Financial Times,14203,0.33,0.03,0.37,0.1,0.14,0.03
2015-02-26,2015-02-27,YouGov/The Sun,1868,0.34,0.03,0.39,0.08,0.12,0.04
2015-02-25,2015-02-26,YouGov/The Sun,2062,0.34,0.03,0.4,0.1,0.11,0.02
2015-02-24,2015-02-25,YouGov/The Sun,1936,0.33,0.03,0.39,0.1,0.11,0.04
2015-02-23,2015-02-24,YouGov/The Sun,1773,0.33,0.02,0.38,0.1,0.13,0.04
2015-02-21,2015-02-23,Populus,2052,0.32,0.02,0.37,0.1,0.15,0.04
2015-02-20,2015-02-21,YouGov/Sunday Times,2141,0.32,0.02,0.39,0.08,0.12,0.07
2015-02-19,2015-02-20,Populus,2066,0.32,0.03,0.38,0.09,0.13,0.05
2015-02-19,2015-02-20,YouGov/The Sun,1756,0.34,0.02,0.39,0.09,0.12,0.04
2015-02-18,2015-02-19,YouGov/The Sun,1766,0.33,0.03,0.37,0.1,0.12,0.05
2015-02-17,2015-02-18,YouGov/The Sun,1758,0.33,0.03,0.4,0.08,0.12,0.04
2015-02-16,2015-02-17,YouGov/The Sun,1645,0.33,0.02,0.4,0.09,0.11,0.05
2015-02-14,2015-02-16,Populus,2031,0.33,0.03,0.38,0.1,0.13,0.03
2015-02-13,2015-02-14,YouGov/Sunday Times,1868,0.32,0.03,0.39,0.09,0.12,0.05
2015-02-11,2015-02-14,Opinium/The Observer,1969,0.28,0.02,0.37,0.08,0.17,0.08
2015-02-12,2015-02-13,Populus,2015,0.32,0.03,0.38,0.09,0.14,0.04
2015-02-12,2015-02-13,ComRes/The Independent on Sunday/Sunday Mirror[permanent dead link],2031,0.32,0.02,0.37,0.09,0.15,0.05
2015-02-12,2015-02-13,YouGov/The Sun,1896,0.33,0.02,0.39,0.09,0.12,0.05
2015-02-11,2015-02-12,YouGov/The Sun,1826,0.32,0.02,0.39,0.08,0.13,0.06
2015-02-10,2015-02-11,YouGov/The Sun,1899,0.34,0.02,0.39,0.1,0.11,0.04
2015-02-09,2015-02-10,YouGov/The Sun,1685,0.33,0.02,0.39,0.1,0.12,0.04
2015-02-07,2015-02-09,ICM/The Guardian[15],1002,0.34,0.03,0.38,0.1,0.11,0.04
2015-02-07,2015-02-09,Populus,2013,0.34,0.03,0.36,0.11,0.12,0.04
2015-02-06,2015-02-07,YouGov/Sunday Times,1521,0.35,0.03,0.39,0.1,0.1,0.03
2015-02-05,2015-02-06,Populus,2015,0.33,0.02,0.36,0.09,0.15,0.05
2015-02-05,2015-02-06,YouGov/The Sun,1911,0.32,0.02,0.38,0.1,0.14,0.04
2015-02-04,2015-02-05,YouGov/The Sun,1902,0.35,0.02,0.39,0.09,0.1,0.05
2015-02-03,2015-02-04,YouGov/The Sun,1942,0.33,0.03,0.39,0.08,0.13,0.04
2015-02-02,2015-02-03,YouGov/The Sun,1741,0.33,0.01,0.38,0.11,0.11,0.06
2015-02-01,2015-02-03,Ipsos MORI/Evening Standard,1012,0.31,0.03,0.38,0.12,0.1,0.06
2015-01-31,2015-02-02,Populus,2043,0.32,0.03,0.41,0.11,0.09,0.04
2015-01-30,2015-01-31,YouGov/Sunday Times,1885,0.34,0.03,0.39,0.08,0.11,0.05
2015-01-28,2015-01-31,Opinium/The Observer,1972,0.29,0.03,0.36,0.08,0.17,0.07
2015-01-29,2015-01-30,Populus,2044,0.32,0.03,0.39,0.11,0.1,0.05
2015-01-29,2015-01-30,YouGov/The Sun,1942,0.32,0.02,0.42,0.08,0.12,0.04
2015-01-28,2015-01-29,YouGov/The Sun,1884,0.35,0.02,0.38,0.1,0.11,0.04
2015-01-27,2015-01-28,YouGov/The Sun,1814,0.34,0.03,0.37,0.09,0.12,0.05
2015-01-26,2015-01-27,YouGov/The Sun,1381,0.35,0.02,0.37,0.09,0.13,0.04
2015-01-24,2015-01-26,ComRes/Independent,1002,0.32,0.05,0.33,0.09,0.14,0.07
2015-01-24,2015-01-26,Populus,2052,0.33,0.03,0.4,0.11,0.08,0.05
2015-01-23,2015-01-24,YouGov/Sunday Times,1859,0.32,0.02,0.39,0.09,0.13,0.05
2015-01-22,2015-01-23,Populus,2051,0.32,0.03,0.4,0.11,0.09,0.05
2015-01-22,2015-01-23,YouGov/The Sun,1840,0.35,0.02,0.38,0.08,0.12,0.05
2015-01-21,2015-01-22,YouGov/The Sun,1843,0.32,0.03,0.4,0.08,0.12,0.05
2015-01-20,2015-01-21,YouGov/The Sun,1961,0.34,0.03,0.38,0.09,0.13,0.03
2015-01-19,2015-01-20,YouGov/The Sun,1682,0.32,0.02,0.4,0.11,0.12,0.03
2015-01-07,2015-01-20,Lord Ashcroft,20058,0.3,0.03,0.38,0.08,0.16,0.05
2015-01-17,2015-01-19,Populus,2027,0.32,0.03,0.39,0.12,0.09,0.05
2015-01-16,2015-01-17,YouGov/Sunday Times,1957,0.33,0.02,0.39,0.08,0.13,0.05
2015-01-15,2015-01-16,ComRes/Sunday Mirror/Independent[permanent dead link],2029,0.3,0.03,0.35,0.08,0.19,0.05
2015-01-15,2015-01-16,Populus,2039,0.33,0.02,0.4,0.13,0.09,0.03
2015-01-15,2015-01-16,YouGov/The Sun,1981,0.32,0.02,0.39,0.1,0.12,0.05
2015-01-14,2015-01-16,Opinium/The Observer,1930,0.3,0.03,0.36,0.08,0.17,0.06
2015-01-14,2015-01-15,Survation/Sky News,1005,0.3,0.02,0.34,0.12,0.18,0.04
2015-01-14,2015-01-15,YouGov/The Sun,1893,0.33,0.02,0.39,0.1,0.12,0.04
2015-01-13,2015-01-14,YouGov/The Sun,2000,0.34,0.02,0.37,0.09,0.13,0.05
2015-01-11,2015-01-14,Ipsos MORI/Evening Standard,1035,0.3,0.03,0.39,0.13,0.11,0.04
2015-01-12,2015-01-13,YouGov/The Sun,1762,0.33,0.02,0.38,0.11,0.12,0.04
2015-01-10,2015-01-12,ICM/The Guardian[15],1005,0.32,0.03,0.35,0.14,0.1,0.06
2015-01-10,2015-01-11,Populus,2079,0.33,0.03,0.38,0.12,0.09,0.05
2015-01-09,2015-01-10,YouGov/Sunday Times,1904,0.31,0.02,0.4,0.09,0.14,0.04
2015-01-08,2015-01-09,Populus,2012,0.33,0.03,0.4,0.11,0.08,0.05
2015-01-08,2015-01-09,YouGov/The Sun,1887,0.32,0.02,0.38,0.09,0.13,0.06
2015-01-07,2015-01-08,YouGov/The Sun,1958,0.32,0.03,0.38,0.09,0.13,0.05
2015-01-06,2015-01-07,YouGov/The Sun,1972,0.32,0.03,0.37,0.1,0.14,0.04
2015-01-05,2015-01-06,YouGov/The Sun,1729,0.32,0.02,0.4,0.09,0.12,0.05
2015-01-03,2015-01-03,Survation/Mail on Sunday,1001,0.31,0.02,0.35,0.11,0.16,0.05
2015-12-30,2015-01-02,Opinium/The Observer,1939,0.3,0.03,0.37,0.08,0.17,0.05
