start_date,end_date,pollster,client,area,sample_size,conservative,labour,liberal_democrat,scottish_national_party,green,reform,other
2022-02-03,2022-02-04,Deltapoll,The Sun on Sunday,GB,1587,0.34,0.41,0.1,0.04,0.05,0.02,0.039999999999999925
2022-02-01,2022-02-02,Techne,NA,UK,1631,0.32,0.4,0.1,0.04,0.06,NA,0.07999999999999996
2022-02-01,2022-02-02,YouGov,The Times,GB,1661,0.32,0.41,0.1,0.05,0.06,0.04,0.019999999999999907
2022-01-31,2022-01-31,Redfield & Wilton,NA,GB,2000,0.33,0.4,0.11,0.04,0.06,0.03,0.029999999999999916
2022-01-28,2022-01-30,Savanta ComRes,NA,UK,2283,0.33,0.44,0.09,0.04,0.03,0.03,0.039999999999999925
2022-01-28,2022-01-28,Techne,NA,UK,NA,0.31,0.38,0.12,0.04,0.06,0.02,0.06999999999999995
2022-01-27,2022-01-28,Opinium,The Observer,GB,1647,0.34,0.39,0.09,0.05,0.05,NA,0.07999999999999996
2022-01-26,2022-01-27,YouGov,The Times,GB,1656,0.32,0.38,0.11,0.05,0.07,0.03,0.039999999999999925
2022-01-25,2022-01-27,Deltapoll,Daily Mirror,GB,1515,0.32,0.42,0.1,0.05,0.06,0.01,0.039999999999999925
2022-01-25,2022-01-25,Survation,Daily Mail,UK,1117,0.35,0.4,0.1,0.05,0.03,0.03,0.039999999999999925
2022-01-19,2022-01-25,Ipsos MORI,Evening Standard,GB,1059,0.31,0.4,0.13,0.04,0.09,0.01,0.019999999999999907
2022-01-24,2022-01-24,Redfield & Wilton,NA,GB,2000,0.34,0.41,0.11,0.05,0.05,0.03,0.009999999999999898
2022-01-20,2022-01-24,Kantar Public,NA,GB,1086,0.34,0.38,0.11,0.05,0.07,0.02,0.029999999999999916
2022-01-21,2022-01-23,Savanta ComRes,NA,UK,2095,0.32,0.4,0.11,0.05,0.04,0.03,0.04999999999999993
2022-01-11,2022-01-23,JL Partners Polls,Sunday Times,GB,4561,0.32,0.42,0.1,0.05,0.07,0.02,0.019999999999999907
2022-01-20,2022-01-21,YouGov,The Times,GB,1668,0.32,0.39,0.08,0.05,0.08,0.04,0.039999999999999925
2022-01-17,2022-01-17,Redfield & Wilton,NA,GB,2000,0.3,0.43,0.09,0.04,0.07,0.04,0.029999999999999916
2022-01-14,2022-01-17,Survation,38 Degrees,UK,2036,0.33,0.43,0.1,0.04,0.03,0.02,0.04999999999999993
2022-01-14,2022-01-16,Savanta ComRes,NA,GB,2151,0.32,0.41,0.11,0.05,0.04,0.03,0.039999999999999925
2022-01-12,2022-01-16,Deltapoll,NA,GB,4292,0.32,0.41,0.11,0.05,0.05,0.02,0.039999999999999925
2022-01-13,2022-01-14,Savanta ComRes,NA,GB,2151,0.32,0.42,0.11,0.04,0.04,0.02,0.04999999999999993
2022-01-13,2022-01-14,YouGov,The Times,GB,1683,0.31,0.39,0.11,0.05,0.06,0.05,0.029999999999999916
2022-01-12,2022-01-14,Opinium,The Observer,UK,1271,0.31,0.41,0.09,0.04,0.06,NA,0.08999999999999997
2022-01-13,2022-01-13,Find Out Now/Electoral Calculus,NA,GB,2128,0.27,0.41,0.11,0.05,0.08,0.05,0.029999999999999916
2022-01-12,2022-01-13,YouGov,The Times,GB,1690,0.29,0.4,0.11,0.05,0.06,0.06,0.030000000000000027
2022-01-12,2022-01-13,Focaldata,NA,GB,1003,0.33,0.42,0.11,0.03,0.04,0.03,0.039999999999999925
2022-01-11,2022-01-12,YouGov,The Times,GB,1666,0.28,0.38,0.13,0.05,0.07,0.04,0.04999999999999993
2022-01-10,2022-01-10,Redfield & Wilton,NA,GB,2000,0.35,0.39,0.12,0.04,0.05,0.04,0.009999999999999898
2022-01-07,2022-01-09,Savanta ComRes,NA,GB,2207,0.33,0.37,0.11,0.05,0.04,0.04,0.05999999999999994
2022-01-06,2022-01-07,YouGov,The Times,GB,1744,0.33,0.37,0.1,0.05,0.06,0.05,0.039999999999999925
2022-01-05,2022-01-07,Opinium,The Observer,UK,1326,0.34,0.39,0.11,0.04,0.05,NA,0.06999999999999995
2022-01-03,2022-01-03,Redfield & Wilton,NA,GB,2000,0.35,0.38,0.1,0.05,0.05,0.04,0.029999999999999916
