start_date,end_date,pollster,client,area,sample_size,conservative,labour,liberal_democrat,scottish_national_party,green,reform,other
2021-03-11,2021-03-12,Opinium,The Observer,GB,2001,0.43,0.37,0.06,0.05,0.04,0,0.050000000000000044
2021-03-05,2021-03-12,Ipsos MORI,Evening Standard,GB,1009,0.45,0.38,0.06,0.05,0.05,0,0.010000000000000009
2021-03-09,2021-03-10,YouGov,The Times,GB,1680,0.42,0.33,0.07,0.04,0.06,0.03,0.04999999999999982
2021-03-09,2021-03-10,Survation,Sunday Mirror,UK,1037,0.43,0.33,0.09,0.05,0.05,0.01,0.039999999999999925
2021-03-08,2021-03-08,Redfield & Wilton,NA,GB,2000,0.45,0.36,0.07,0.04,0.04,0.03,0.010000000000000009
2021-03-05,2021-03-07,SavantaComRes,NA,UK,2129,0.42,0.36,0.08,0.04,0.04,0.03,0.030000000000000027
2021-03-03,2021-03-04,YouGov,The Times,GB,1715,0.45,0.32,0.06,0.05,0.07,0.03,0.019999999999999796
2021-03-01,2021-03-01,Redfield & Wilton,NA,GB,1500,0.44,0.38,0.07,0.04,0.03,0.02,0.020000000000000018
2021-02-26,2021-02-28,SavantaComRes,NA,UK,2182,0.43,0.36,0.07,0.04,0.03,0.03,0.040000000000000036
2021-02-25,2021-02-26,YouGov,The Times,GB,1637,0.41,0.36,0.05,0.05,0.07,0.03,0.029999999999999916
2021-02-24,2021-02-26,Deltapoll,The Mail on Sunday,GB,1527,0.42,0.38,0.06,0.02,0.04,0.03,0.050000000000000044
2021-02-24,2021-02-26,Opinium,The Observer,GB,2003,0.43,0.36,0.07,0.06,0.04,0,0.040000000000000036
2021-02-23,2021-02-25,Survation,NA,UK,1002,0.42,0.34,0.07,0.05,0.06,NA,0.05999999999999983
2021-02-22,2021-02-22,Redfield & Wilton,NA,GB,2000,0.43,0.37,0.07,0.04,0.05,0.03,0.010000000000000009
2021-02-18,2021-02-22,Kantar Public,NA,GB,1114,0.4,0.33,0.11,0.04,0.06,0.03,0.029999999999999916
2021-02-19,2021-02-21,SavantaComRes,NA,UK,2189,0.4,0.38,0.07,0.04,0.03,0.03,0.04999999999999982
2021-02-17,2021-02-18,YouGov,The Times,GB,1663,0.4,0.37,0.07,0.05,0.06,0.03,0.019999999999999796
2021-02-15,2021-02-15,Redfield & Wilton,NA,GB,2000,0.41,0.39,0.08,0.05,0.05,0.02,0
2021-02-12,2021-02-14,SavantaComRes,NA,UK,2170,0.42,0.37,0.07,0.04,0.03,0.02,0.050000000000000044
2021-02-11,2021-02-12,Opinium,The Observer,UK,2006,0.42,0.37,0.06,0.05,0.05,0,0.050000000000000044
2021-02-09,2021-02-10,YouGov,The Times,GB,1660,0.41,0.36,0.06,0.05,0.07,0.03,0.020000000000000018
2021-02-08,2021-02-08,Redfield & Wilton,NA,GB,2000,0.43,0.38,0.07,0.05,0.04,0.02,0.010000000000000009
2021-02-05,2021-02-07,SavantaComRes,NA,UK,2119,0.41,0.37,0.08,0.04,0.04,0.02,0.040000000000000036
2021-02-05,2021-02-06,Survation,NA,UK,1003,0.39,0.33,0.09,0.05,0.07,NA,0.06999999999999995
2021-01-29,2021-02-04,Ipsos MORI,Evening Standard,GB,1056,0.42,0.38,0.07,0.05,0.08,0,0
2021-02-02,2021-02-03,YouGov,The Times,GB,1684,0.41,0.37,0.06,0.05,0.06,0.03,0.020000000000000018
2021-02-02,2021-02-02,Find Out Now,NA,GB,5002,0.39,0.38,0.07,0.06,0.06,0.03,0.009999999999999787
2021-02-01,2021-02-01,Redfield & Wilton,NA,GB,2000,0.4,0.38,0.08,0.05,0.04,0.03,0.019999999999999907
2021-01-25,2021-02-01,Number Cruncher Politics,ITV,UK,2001,0.43,0.37,0.05,0.05,0.05,0.03,0.019999999999999907
2021-01-29,2021-01-31,SavantaComRes,NA,UK,2288,0.41,0.38,0.06,0.05,0.03,0.02,0.050000000000000044
2021-01-28,2021-01-29,Opinium,The Observer,UK,2002,0.41,0.38,0.07,0.05,0.04,0.01,0.040000000000000036
2021-01-26,2021-01-27,YouGov,The Times,GB,1721,0.37,0.41,0.06,0.05,0.04,0.03,0.040000000000000036
2021-01-25,2021-01-25,Redfield & Wilton,NA,GB,2000,0.42,0.37,0.08,0.05,0.04,0.03,0.010000000000000009
2021-01-21,2021-01-25,Kantar Public,NA,GB,1100,0.4,0.37,0.1,0.04,0.05,0.02,0.019999999999999907
2021-01-22,2021-01-24,SavantaComRes,NA,UK,2070,0.4,0.37,0.08,0.05,0.03,0.02,0.04999999999999993
2021-01-21,2021-01-23,Deltapoll,The Mail on Sunday,GB,1632,0.41,0.39,0.07,0.04,0.03,0.02,0.040000000000000036
2021-01-21,2021-01-22,YouGov,The Times,GB,1703,0.39,0.38,0.05,0.05,0.06,0.04,0.029999999999999805
2021-01-18,2021-01-18,Redfield & Wilton,NA,GB,2000,0.4,0.38,0.08,0.04,0.05,0.02,0.029999999999999916
2021-01-15,2021-01-17,SavantaComRes,NA,UK,1914,0.39,0.37,0.07,0.05,0.03,0.02,0.06999999999999984
2021-01-14,2021-01-15,Opinium,The Observer,UK,2003,0.37,0.41,0.06,0.06,0.04,NA,0.06000000000000005
2021-01-13,2021-01-14,YouGov,The Times,GB,1702,0.38,0.39,0.05,0.05,0.06,0.03,0.039999999999999813
2021-01-12,2021-01-13,Survation,NA,UK,1033,0.4,0.38,0.07,0.04,0.05,0.01,0.04999999999999982
2021-01-11,2021-01-11,Redfield & Wilton,NA,GB,2000,0.41,0.37,0.08,0.05,0.05,0.02,0.020000000000000018
2021-01-08,2021-01-10,SavantaComRes,NA,UK,1550,0.4,0.37,0.08,0.04,0.04,0.02,0.04999999999999993
2021-01-06,2021-01-07,Opinium,The Observer,UK,2003,0.39,0.4,0.06,0.05,0.04,NA,0.05999999999999983
2021-01-04,2021-01-05,YouGov,The Times,GB,1704,0.39,0.39,0.06,0.05,0.06,0.03,0.019999999999999796
